,comments_level_1_mid,main_body_uid,发布时间,处理内容,评论地点,mid,点赞数量,原生内容,uid,用户昵称,用户主页,用户认证信息,用户描述,用户地理位置,用户性别,用户粉丝数量,用户关注数量,用户全部微博,用户累计评论,用户累计转发,用户累计获赞,用户转评赞
89,5156397545424729,5647757289,25年04月17日 21:56,"回复<a href=/n/reya小花 usercard=""name=@reya小花"">@reya小花</a>:宝宝可以去<a href=/n/六层楼先生 usercard=""name=@六层楼先生"">@六层楼先生</a> 那边去找些科普文看看。",来自上海,5156539120227284,0,回复@reya小花:宝宝可以去@六层楼先生 那边去找些科普文看看。,5647757289,走壬午的封铌,https://weibo.com/u/5647757289,科技博主,🥲MKT高级ppt女工| 😎玄学资深研究 | 😋分享发疯思考日常,上海,f,161527,786,8029,"81,850","56,328","664,433","802,611"
90,5156397545424729,5647757289,25年04月17日 21:44,"回复<a href=/n/走壬午的封铌 usercard=""name=@走壬午的封铌"">@走壬午的封铌</a>:可是我看有挺多姐妹说第一次都很痛<img alt=""[苦涩]"" title=""[苦涩]"" src=""https://face.t.sinajs.cn/t4/appstyle/expression/ext/normal/7e/2021_bitter_org.png"" />应该也是有前戏但还是痛？",来自北京,5156536122349015,0,回复@走壬午的封铌:可是我看有挺多姐妹说第一次都很痛[苦涩]应该也是有前戏但还是痛？,3991182655,reya小花,https://weibo.com/u/3991182655,nan,,台湾 高雄市,f,45,171,379,66,3,87,156
91,5156397545424729,5647757289,25年04月17日 19:18,"回复<a href=/n/走壬午的封铌 usercard=""name=@走壬午的封铌"">@走壬午的封铌</a>:为啥我第一次痛的要死  而且没进去 自己也不懂",来自湖北,5156499333841430,0,回复@走壬午的封铌:为啥我第一次痛的要死  而且没进去 自己也不懂,6631817777,J自己的自,https://weibo.com/u/6631817777,nan,人生是场单人游戏,其他,m,39,1038,6970,100,1,20,121
92,5156397545424729,5647757289,25年04月17日 16:13,"回复<a href=/n/reya小花 usercard=""name=@reya小花"">@reya小花</a>:国男的唧唧size是不会让女性觉得痛的啦。痛是他技术不好，你们前戏没到位。",来自上海,5156452676142169,9,回复@reya小花:国男的唧唧size是不会让女性觉得痛的啦。痛是他技术不好，你们前戏没到位。,5647757289,走壬午的封铌,https://weibo.com/u/5647757289,科技博主,🥲MKT高级ppt女工| 😎玄学资深研究 | 😋分享发疯思考日常,上海,f,161527,786,8029,"81,850","56,328","664,433","802,611"
93,5156397545424729,5647757289,25年04月17日 16:10,"回复<a href=/n/走壬午的封铌 usercard=""name=@走壬午的封铌"">@走壬午的封铌</a>:来自小白的疑问：为什么不喜欢小的 感觉大的不是会很痛 小的不是会不痛吗",来自北京,5156452135601708,0,回复@走壬午的封铌:来自小白的疑问：为什么不喜欢小的 感觉大的不是会很痛 小的不是会不痛吗,3991182655,reya小花,https://weibo.com/u/3991182655,nan,,台湾 高雄市,f,45,171,379,66,3,87,156
94,5156397545424729,5647757289,25年04月17日 15:10,"回复<a href=/n/夏日修仙大户 usercard=""name=@夏日修仙大户"">@夏日修仙大户</a>:天涯老贴了，勃起时大概一只MAC唇膏的长度<img alt=""[笑cry]"" title=""[笑cry]"" src=""https://face.t.sinajs.cn/t4/appstyle/expression/ext/normal/4a/2018new_xiaoku_thumb.png"" />",来自上海,5156436980533125,0,回复@夏日修仙大户:天涯老贴了，勃起时大概一只MAC唇膏的长度[笑cry],5647757289,走壬午的封铌,https://weibo.com/u/5647757289,科技博主,🥲MKT高级ppt女工| 😎玄学资深研究 | 😋分享发疯思考日常,上海,f,161527,786,8029,"81,850","56,328","664,433","802,611"
95,5156397545424729,5647757289,25年04月17日 15:07,"回复<a href=/n/帆影007 usercard=""name=@帆影007"">@帆影007</a>:唇膏的长度？",来自浙江,5156436196988051,0,回复@帆影007:唇膏的长度？,1698451961,夏日修仙大户,https://weibo.com/u/1698451961,nan,,浙江,f,284,354,4104,"1,167",367,707,"2,241"
96,5156379354465552,5647757289,25年04月17日 11:34,"是的，个人感觉半个月左右喝点酒摸一把先看看尺寸<img alt=""[害羞]"" title=""[害羞]"" src=""https://face.t.sinajs.cn/t4/appstyle/expression/ext/normal/c1/2018new_haixiu_org.png"" />",来自上海,5156382564420704,16,是的，个人感觉半个月左右喝点酒摸一把先看看尺寸[害羞],5647757289,走壬午的封铌,https://weibo.com/u/5647757289,科技博主,🥲MKT高级ppt女工| 😎玄学资深研究 | 😋分享发疯思考日常,上海,f,161527,786,8029,"81,850","56,328","664,433","802,611"
97,5156379354465552,5647757289,25年04月17日 11:50,"回复<a href=/n/走壬午的封铌 usercard=""name=@走壬午的封铌"">@走壬午的封铌</a>:学到了！",来自浙江,5156386691875054,0,回复@走壬午的封铌:学到了！,7549560073,壬8628,https://weibo.com/u/7549560073,nan,Relax,北京,f,13,168,0,0,0,0,0
98,5156458728786852,5647757289,25年04月17日 16:49,"太懂这种心情了！精心培养的感情，结出一个酸涩小果子的无奈愤怒失望感<img alt=""[苦涩]"" title=""[苦涩]"" src=""https://face.t.sinajs.cn/t4/appstyle/expression/ext/normal/7e/2021_bitter_org.png"" /><img alt=""[苦涩]"" title=""[苦涩]"" src=""https://face.t.sinajs.cn/t4/appstyle/expression/ext/normal/7e/2021_bitter_org.png"" /><img alt=""[苦涩]"" title=""[苦涩]"" src=""https://face.t.sinajs.cn/t4/appstyle/expression/ext/normal/7e/2021_bitter_org.png"" />",来自上海,5156461856427570,5,太懂这种心情了！精心培养的感情，结出一个酸涩小果子的无奈愤怒失望感[苦涩][苦涩][苦涩],5647757289,走壬午的封铌,https://weibo.com/u/5647757289,科技博主,🥲MKT高级ppt女工| 😎玄学资深研究 | 😋分享发疯思考日常,上海,f,161527,786,8029,"81,850","56,328","664,433","802,611"
99,5156398569359742,5647757289,25年04月17日 15:32,是啊，还要伪装一下自己的性格，唉，吃力,来自上海,5156442491325009,4,是啊，还要伪装一下自己的性格，唉，吃力,5647757289,走壬午的封铌,https://weibo.com/u/5647757289,科技博主,🥲MKT高级ppt女工| 😎玄学资深研究 | 😋分享发疯思考日常,上海,f,161527,786,8029,"81,850","56,328","664,433","802,611"
100,5156419998844029,5647757289,25年04月17日 14:24,"男人是消耗品<img alt=""[嘻嘻]"" title=""[嘻嘻]"" src=""https://face.t.sinajs.cn/t4/appstyle/expression/ext/normal/33/2018new_xixi_org.png"" />",来自上海,5156425282356787,3,男人是消耗品[嘻嘻],5647757289,走壬午的封铌,https://weibo.com/u/5647757289,科技博主,🥲MKT高级ppt女工| 😎玄学资深研究 | 😋分享发疯思考日常,上海,f,161527,786,8029,"81,850","56,328","664,433","802,611"
101,5156380604631401,5647757289,25年04月17日 11:33,"中年男人的报废率太多了<img alt=""[允悲]"" title=""[允悲]"" src=""https://face.t.sinajs.cn/t4/appstyle/expression/ext/normal/83/2018new_kuxiao_org.png"" />就怕情绪价值白给一个ed男<img alt=""[裂开]"" title=""[裂开]"" src=""https://face.t.sinajs.cn/t4/appstyle/expression/ext/normal/1b/202011_liekai_org.png"" />",来自上海,5156382384327827,7,中年男人的报废率太多了[允悲]就怕情绪价值白给一个ed男[裂开],5647757289,走壬午的封铌,https://weibo.com/u/5647757289,科技博主,🥲MKT高级ppt女工| 😎玄学资深研究 | 😋分享发疯思考日常,上海,f,161527,786,8029,"81,850","56,328","664,433","802,611"
102,5156441418631528,5647757289,25年04月17日 15:32,"以前天涯有个老贴，楼主吐槽遇到的男性，脱了裤子，勃起size大概一只MAC的子弹头唇膏大小<img alt=""[苦涩]"" title=""[苦涩]"" src=""https://face.t.sinajs.cn/t4/appstyle/expression/ext/normal/7e/2021_bitter_org.png"" />",来自上海,5156442349242394,3,以前天涯有个老贴，楼主吐槽遇到的男性，脱了裤子，勃起size大概一只MAC的子弹头唇膏大小[苦涩],5647757289,走壬午的封铌,https://weibo.com/u/5647757289,科技博主,🥲MKT高级ppt女工| 😎玄学资深研究 | 😋分享发疯思考日常,上海,f,161527,786,8029,"81,850","56,328","664,433","802,611"
103,5156441418631528,5647757289,25年04月17日 19:46,"回复<a href=/n/走壬午的封铌 usercard=""name=@走壬午的封铌"">@走壬午的封铌</a>:恐怖，哈哈。不忍直视。",来自湖南,5156506481460469,0,回复@走壬午的封铌:恐怖，哈哈。不忍直视。,5881685359,咖啡面包的香气,https://weibo.com/u/5881685359,nan,Make a wish,湖南 长沙,f,117,532,7320,134,186,250,570
104,5156385597428831,5647757289,25年04月17日 12:18,相处需要互惠互利，不然很容易就淡了,来自上海,5156393737519347,2,相处需要互惠互利，不然很容易就淡了,5647757289,走壬午的封铌,https://weibo.com/u/5647757289,科技博主,🥲MKT高级ppt女工| 😎玄学资深研究 | 😋分享发疯思考日常,上海,f,161527,786,8029,"81,850","56,328","664,433","802,611"
105,5156478705205484,5647757289,25年04月17日 18:35,亲身经历 180 以前练体育的 现在身材也是脂包肌类型 但是和Mac差不多,来自广西,5156488592495725,4,亲身经历 180 以前练体育的 现在身材也是脂包肌类型 但是和Mac差不多,5537405663,魔女希希的皮城女警超厉害,https://weibo.com/u/5537405663,nan,食神制杀,其他,m,21,447,540,42,12,19,73
106,5156478705205484,5647757289,25年04月17日 20:07,"青春期大胖子的，大概率<img alt=""[ok]"" title=""[ok]"" src=""https://face.t.sinajs.cn/t4/appstyle/expression/ext/normal/45/2018new_ok_org.png"" />",来自湖北,5156511610569549,0,青春期大胖子的，大概率[ok],5611700596,偶和钱多多,https://weibo.com/u/5611700596,nan,目标以外全是水份，抓大放小，不内耗，钱多多,湖北,f,569,1133,1919,247,"1,929","1,302","3,478"
107,5156387191000595,5647757289,25年04月17日 11:53,"明明有183，肚腩怎么那么大大到都看不到尺寸……<img alt=""[汗]"" title=""[汗]"" src=""https://face.t.sinajs.cn/t4/appstyle/expression/ext/normal/28/2018new_han_org.png"" />下头",来自浙江,5156387466251000,3,明明有183，肚腩怎么那么大大到都看不到尺寸……[汗]下头,7549560073,壬8628,https://weibo.com/u/7549560073,nan,Relax,北京,f,13,168,0,0,0,0,0
108,5156331451845257,6508016609,25年04月17日 15:30,"入职一年了生育保险还没交够吗<img alt=""[doge]"" title=""[doge]"" src=""https://face.t.sinajs.cn/t4/appstyle/expression/ext/normal/a1/2018new_doge02_org.png"" />",来自甘肃,5156441942656896,0,入职一年了生育保险还没交够吗[doge],2651267001,致嗯郑,https://weibo.com/u/2651267001,nan,我就是我,甘肃,m,343,132,79,17,23,24,64
109,5156340264600171,6508016609,25年04月17日 14:45,"回复<a href=/n/天马行空一缕风 usercard=""name=@天马行空一缕风"">@天马行空一缕风</a>:责任感就是分配的活儿都干完了干到位了，一普通员工又没股份又没分成，为什么要承担决策层的失误？",来自湖北,5156430601783542,0,回复@天马行空一缕风:责任感就是分配的活儿都干完了干到位了，一普通员工又没股份又没分成，为什么要承担决策层的失误？,6087800744,流华妖颜,https://weibo.com/u/6087800744,nan,脾气暴躁的老阿姨。,湖北,f,107,543,13652,828,"3,374","1,227","5,429"
110,5156340264600171,6508016609,25年04月17日 14:43,"回复<a href=/n/天马行空一缕风 usercard=""name=@天马行空一缕风"">@天马行空一缕风</a>:公司亏损是决策层的责任，请人干活人家干到位了就要给钱到位，要不然别开公司。",来自湖北,5156430240286406,1,回复@天马行空一缕风:公司亏损是决策层的责任，请人干活人家干到位了就要给钱到位，要不然别开公司。,6087800744,流华妖颜,https://weibo.com/u/6087800744,nan,脾气暴躁的老阿姨。,湖北,f,107,543,13652,828,"3,374","1,227","5,429"
111,5156340264600171,6508016609,25年04月17日 11:40,"公司亏损也要求员工补齐吗？没责任感的员工是好员工吗？<img alt=""[允悲]"" title=""[允悲]"" src=""https://face.t.sinajs.cn/t4/appstyle/expression/ext/normal/83/2018new_kuxiao_org.png"" />",来自广东,5156384166118385,0,公司亏损也要求员工补齐吗？没责任感的员工是好员工吗？[允悲],7966314808,天马行空一缕风,https://weibo.com/u/7966314808,nan,,其他,m,55,63,40,0,0,24,24
112,5156328474150800,6508016609,25年04月17日 08:00,"罚个两倍，看看下次谁敢<img alt=""[怒]"" title=""[怒]"" src=""https://face.t.sinajs.cn/t4/appstyle/expression/ext/normal/f6/2018new_nu_org.png"" />",来自上海,5156328641661988,2,罚个两倍，看看下次谁敢[怒],2962639527,wrhxcyq,https://weibo.com/u/2962639527,nan,给岁月以文明,上海,m,726,358,6104,"3,248","1,865","2,417","7,530"
113,5156328474150800,6508016609,25年04月17日 09:01,"回复<a href=/n/wrhxcyq usercard=""name=@wrhxcyq"">@wrhxcyq</a>:下次不招女性了，这都不会吗？<img alt=""[doge]"" title=""[doge]"" src=""https://face.t.sinajs.cn/t4/appstyle/expression/ext/normal/a1/2018new_doge02_org.png"" />",来自广西,5156344006711245,0,回复@wrhxcyq:下次不招女性了，这都不会吗？[doge],7914060888,Summerandtheboys,https://weibo.com/u/7914060888,nan,,其他,m,118,637,1,0,0,1,1
114,5156183426203926,2430602024,25年04月17日 00:08,"怎么<img alt=""[笑哈哈]"" title=""[笑哈哈]"" src=""https://face.t.sinajs.cn/t4/appstyle/expression/ext/normal/32/lxhwahaha_org.gif"" />你不服？",来自河北,5156209944173092,0,怎么[笑哈哈]你不服？,6629942100,用户6629942100,https://weibo.com/u/6629942100,nan,,其他,f,1,12,17,7,0,23,30
115,5156183426203926,2430602024,25年04月16日 23:41,我相信你会是个好老板，你当老板了，一定要多招孕妇呀,来自湖北,5156203176924230,0,我相信你会是个好老板，你当老板了，一定要多招孕妇呀,6603427658,向南259695,https://weibo.com/u/6603427658,nan,,广东,m,2,46,2,0,0,0,0
116,5156184879010921,2430602024,25年04月16日 22:40,"所以越来越多女性不愿意生孩子了，生孩子干啥呢，耽误事业，还要被嫌弃赚不来钱要看人眼色<img alt=""[doge]"" title=""[doge]"" src=""https://face.t.sinajs.cn/t4/appstyle/expression/ext/normal/a1/2018new_doge02_org.png"" />",来自浙江,5156187747386834,2,所以越来越多女性不愿意生孩子了，生孩子干啥呢，耽误事业，还要被嫌弃赚不来钱要看人眼色[doge],3475555110,苏嘉欣--ps-,https://weibo.com/u/3475555110,nan,,四川 广安,f,11,419,11,1,1,15,17
117,5156402008692439,1958948282,25年04月17日 13:07,普通人不结婚也是劳碌一生的。难道普通人不婚不育就能衣食无忧了吗？哪怕不买车，首先就是房子。自己的吃喝开销，现在年轻人不可能除了吃饭，什么也不吃。什么先苦后甜呀，除非运气来了挣钱了，指望打工，都是一辈子奔波,来自江苏,5156406038891833,3,普通人不结婚也是劳碌一生的。难道普通人不婚不育就能衣食无忧了吗？哪怕不买车，首先就是房子。自己的吃喝开销，现在年轻人不可能除了吃饭，什么也不吃。什么先苦后甜呀，除非运气来了挣钱了，指望打工，都是一辈子奔波,7965954063,我是苏瑶sususu,https://weibo.com/u/7965954063,nan,能歌善舞，言语犀利。,江苏 南京,f,55,268,47,2,7,19,28
118,5156402008692439,1958948282,25年04月17日 18:20,"回复<a href=/n/-祂是黯淡星- usercard=""name=@-祂是黯淡星-"">@-祂是黯淡星-</a>:多数人只有打工的命，",来自江苏,5156484753131470,0,回复@-祂是黯淡星-:多数人只有打工的命，,7965954063,我是苏瑶sususu,https://weibo.com/u/7965954063,nan,能歌善舞，言语犀利。,江苏 南京,f,55,268,47,2,7,19,28
119,5156402008692439,1958948282,25年04月17日 17:31,"回复<a href=/n/我是苏瑶sususu usercard=""name=@我是苏瑶sususu"">@我是苏瑶sususu</a>:附议，打工发不了财实现不了财富自由。",来自江西,5156472346381827,0,回复@我是苏瑶sususu:附议，打工发不了财实现不了财富自由。,7415929061,-祂是黯淡星-,https://weibo.com/u/7415929061,nan,长期美国作息夜间出没丨滴泪妹一枚呀丨重抑+人格分裂 骂我的人有福了不是你突然蚕丝就是开门被我铜丝丨LGBT新建文件夹,其他,f,1489,581,13637,"7,314","2,505","8,786","18,605"
120,5156402008692439,1958948282,25年04月17日 13:28,"回复<a href=/n/保持身心健康最重要 usercard=""name=@保持身心健康最重要"">@保持身心健康最重要</a>:嗯我五个孩子呢",来自江苏,5156411379287656,1,回复@保持身心健康最重要:嗯我五个孩子呢,7965954063,我是苏瑶sususu,https://weibo.com/u/7965954063,nan,能歌善舞，言语犀利。,江苏 南京,f,55,268,47,2,7,19,28
121,5156402008692439,1958948282,25年04月17日 13:28,"回复<a href=/n/我是苏瑶sususu usercard=""name=@我是苏瑶sususu"">@我是苏瑶sususu</a>:不和你争论哈，你要是喜欢结婚就结婚喜欢生就多生，随便你",来自江苏,5156411244024028,7,回复@我是苏瑶sususu:不和你争论哈，你要是喜欢结婚就结婚喜欢生就多生，随便你,6980304039,保持身心健康最重要,https://weibo.com/u/6980304039,nan,,其他,m,14,19,125,236,1,69,306
122,5156188299991139,1304227264,25年04月16日 22:44,是，因为作为小美女只要在男女关系里获利过五千一万这种小钱，就好难沉得下心去老老实实工作赚钱了。,来自广东,5156188770800279,10,是，因为作为小美女只要在男女关系里获利过五千一万这种小钱，就好难沉得下心去老老实实工作赚钱了。,1304227264,Yundor,https://weibo.com/u/1304227264,情感博主,不看私信，不交友，商务：imYundor,其他,f,1012716,167,6133,"104,808","273,068","2,784,324","3,162,200"
123,5156188299991139,1304227264,25年04月17日 16:49,"回复<a href=/n/Yundor usercard=""name=@Yundor"">@Yundor</a>:获利五千一万我也觉得没啥  我也能来这些  一心扑工作反而不成  感情一直有  我真是服了<img alt=""[允悲]"" title=""[允悲]"" src=""https://face.t.sinajs.cn/t4/appstyle/expression/ext/normal/83/2018new_kuxiao_org.png"" />",来自陕西,5156461745025826,1,回复@Yundor:获利五千一万我也觉得没啥  我也能来这些  一心扑工作反而不成  感情一直有  我真是服了[允悲],6225996146,Lookbeerssss669OHs,https://weibo.com/u/6225996146,nan,审时度势  认清现实                   //镇魂,其他,m,401,1420,15886,632,43,"1,149","1,824"
124,5156411920351568,1665135512,25年04月18日 00:30,这句真的笑喷哈哈哈,来自海南,5156577804290472,0,这句真的笑喷哈哈哈,2034211862,小星闹若沸,https://weibo.com/u/2034211862,nan,"Wine, a way to life.",四川 成都,f,120,225,1597,783,102,"1,020","1,905"
125,5156430449740324,1665135512,25年04月17日 15:55,哈哈哈哈,来自江苏,5156448323241028,1,哈哈哈哈,1665135512,Antonio张,https://weibo.com/u/1665135512,教育博主,娱乐博主,江苏 南京,m,149680,1558,6464,"60,247","38,724","259,385","358,356"
126,5156404773519692,1665135512,25年04月17日 16:38,"她教育了男朋友，年轻人不懂事要教的<img alt=""[哈哈]"" title=""[哈哈]"" src=""https://face.t.sinajs.cn/t4/appstyle/expression/ext/normal/8f/2018new_haha_org.png"" />",来自北京,5156459118332587,3,她教育了男朋友，年轻人不懂事要教的[哈哈],2821615121,偷偷自在,https://weibo.com/u/2821615121,nan,成年人的所有精力只会用于应对两件事：1、让自己不抑郁；2、让家人不受苦。,北京 宣武区,f,704,4463,3731,920,212,656,"1,788"
127,5156404773519692,1665135512,25年04月17日 14:49,"但她是中年女性了，于是自己给台阶下<img alt=""[允悲]"" title=""[允悲]"" src=""https://face.t.sinajs.cn/t4/appstyle/expression/ext/normal/83/2018new_kuxiao_org.png"" />",来自上海,5156431743159164,1,但她是中年女性了，于是自己给台阶下[允悲],1674313460,wanwan243,https://weibo.com/u/1674313460,nan,,上海 杨浦区,f,175,405,3406,452,59,312,823
128,5156404773519692,1665135512,25年04月17日 15:44,"回复<a href=/n/一口好牙的小甜甜 usercard=""name=@一口好牙的小甜甜"">@一口好牙的小甜甜</a>:哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈支持",来自重庆,5156445532980395,0,回复@一口好牙的小甜甜:哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈支持,7509967285,不考东艺大是因为不喜欢吗,https://weibo.com/u/7509967285,nan,好风凭借力 送我上青云,其他,f,87,119,5887,"4,073",147,"9,121","13,341"
129,5156404773519692,1665135512,25年04月17日 15:06,"回复<a href=/n/少年时代_Valenti_ usercard=""name=@少年时代_Valenti_"">@少年时代_Valenti_</a>:热情的话可以换我撕男朋友衣服，反正男生衣服都不贵",来自浙江,5156435931435079,5,回复@少年时代_Valenti_:热情的话可以换我撕男朋友衣服，反正男生衣服都不贵,6290648041,一口好牙的小甜甜,https://weibo.com/u/6290648041,nan,性别女，爱好美人、设计与多肉。,江苏,f,151,375,955,114,21,109,244
130,5156385453769333,1642088277,25年04月17日 11:55,主动去仲裁。不管是仲裁还是法院，“工资”的概念绝对不会是那3000元。,来自湖北,5156387940732316,1,主动去仲裁。不管是仲裁还是法院，“工资”的概念绝对不会是那3000元。,1494906364,观棋不语非君子,https://weibo.com/u/1494906364,nan,麻辣热评身边事、心中事、未来事。,湖北 武汉,m,212,246,1950,106,106,124,336
131,5156338423824426,1887790981,25年04月18日 08:59,"人事部事情没到她身上，到她身上蹦的比谁还强<img alt=""[允悲]"" title=""[允悲]"" src=""https://face.t.sinajs.cn/t4/appstyle/expression/ext/normal/83/2018new_kuxiao_org.png"" />",来自广东,5156705987726834,0,人事部事情没到她身上，到她身上蹦的比谁还强[允悲],1882991363,梦想是美国灭亡,https://weibo.com/u/1882991363,nan,微博认证：新浪微博创始人兼CEO,广东 广州,m,304,304,688,23,11,95,129
132,5156338423824426,1887790981,25年04月18日 09:53,"回复<a href=/n/梦想是美国灭亡 usercard=""name=@梦想是美国灭亡"">@梦想是美国灭亡</a>:<img alt=""[嘻嘻]"" title=""[嘻嘻]"" src=""https://face.t.sinajs.cn/t4/appstyle/expression/ext/normal/33/2018new_xixi_org.png"" />只能讲一群无妈系石头爆出来领导系甘样",来自广东,5156719483945451,0,回复@梦想是美国灭亡:[嘻嘻]只能讲一群无妈系石头爆出来领导系甘样,7347064512,心心也沙雕,https://weibo.com/u/7347064512,nan,正经的老妖怪,广东 广州,f,21,122,1845,"1,281",46,714,"2,041"
133,5156193656114536,2140344570,25年04月16日 23:08,笑口常开，cheapman自来。在职场上完全同理！！,来自北京,5156194746371592,2,笑口常开，cheapman自来。在职场上完全同理！！,2140344570,河滨公园便利店,https://weibo.com/u/2140344570,nan,昨日种种譬如昨日死。,其他,f,399,335,4801,"3,826",209,"9,526","13,561"
134,5156198925471181,2140344570,25年04月16日 23:38,"专治老中青登<img alt=""[ok]"" title=""[ok]"" src=""https://face.t.sinajs.cn/t4/appstyle/expression/ext/normal/45/2018new_ok_org.png"" />",来自北京,5156202310009208,0,专治老中青登[ok],2140344570,河滨公园便利店,https://weibo.com/u/2140344570,nan,昨日种种譬如昨日死。,其他,f,399,335,4801,"3,826",209,"9,526","13,561"
135,5156002832842978,1541648212,25年04月16日 10:39,而且还会因为你能力强，嫉妒你，从而给你造huang谣。,来自河北,5156006254611243,63,而且还会因为你能力强，嫉妒你，从而给你造huang谣。,1541648212,陌川_MC,https://weibo.com/u/1541648212,教育博主 超话粉丝大咖（陌川聊职场超话） 微博原创视频博主 头条文章作者,在知识星球卖个人成长付费文章的，著有『自然社交：让情绪不再敏感』（清华大学出版），详见置顶微博。ps不是营肖号也不抱团，以文会友，不投缘勿扰,其他,m,339229,912,37944,"763,284","1,103,422","7,192,046","9,058,752"
136,5156002832842978,1541648212,25年04月16日 20:11,我有个同事就是。她在控股公司我在总部，她就是因为长得好看然后领导在她工作有一点失误的时候说他是花瓶。男同事都想不花钱白嫖她，女同事天天盯着她穿什么。全是奇葩。,来自广东,5156150312173799,19,我有个同事就是。她在控股公司我在总部，她就是因为长得好看然后领导在她工作有一点失误的时候说他是花瓶。男同事都想不花钱白嫖她，女同事天天盯着她穿什么。全是奇葩。,7283314843,流汗黄豆微笑,https://weibo.com/u/7283314843,nan,冲浪网友,其他,f,41,562,527,5,69,24,98
137,5156002832842978,1541648212,25年04月17日 21:35,"懂了<img alt=""[跪了]"" title=""[跪了]"" src=""https://face.t.sinajs.cn/t4/appstyle/expression/ext/normal/75/2018new_gui_org.png"" />",来自湖北,5156533932921129,0,懂了[跪了],1501396950,海蓝石love,https://weibo.com/u/1501396950,nan,这世界上确实有什么是永垂不朽的:那是一双蓝色的眼睛，伊布海的蓝色，映出世间万物。,湖北,f,202,193,3764,535,126,330,991
138,5156002832842978,1541648212,25年04月17日 22:35,"回复<a href=/n/曼德维尔叶大妖 usercard=""name=@曼德维尔叶大妖"">@曼德维尔叶大妖</a>:有一个算一个都是骚扰，除非女孩子心性坚定，不然就是很容易被坑害。",来自湖北,5156548814573468,0,回复@曼德维尔叶大妖:有一个算一个都是骚扰，除非女孩子心性坚定，不然就是很容易被坑害。,1501396950,海蓝石love,https://weibo.com/u/1501396950,nan,这世界上确实有什么是永垂不朽的:那是一双蓝色的眼睛，伊布海的蓝色，映出世间万物。,湖北,f,202,193,3764,535,126,330,991
139,5156002832842978,1541648212,25年04月17日 22:12,"回复<a href=/n/海蓝石love usercard=""name=@海蓝石love"">@海蓝石love</a>:或许也有能利用自己外表的吧，但是我没见过，只见过被人坑害的",来自湖南,5156543059203538,0,回复@海蓝石love:或许也有能利用自己外表的吧，但是我没见过，只见过被人坑害的,5080797715,曼德维尔叶大妖,https://weibo.com/u/5080797715,nan,终于变成了整天哈哈哈的账号。,湖北 武汉,f,60,212,12660,"1,021","11,548","2,685","15,254"
140,5156002832842978,1541648212,25年04月17日 18:48,"回复<a href=/n/你们别吵了打一架啊 usercard=""name=@你们别吵了打一架啊"">@你们别吵了打一架啊</a>:而且我身材也好，我同事也喊我穿的凹凸一点，但是我实际晓得这都是开玩笑，真穿了大家都笑不出来了<img alt=""[可爱]"" title=""[可爱]"" src=""https://face.t.sinajs.cn/t4/appstyle/expression/ext/normal/09/2018new_keai_org.png"" />，况且单位也没有我想这么穿的人",来自四川,5156491717252761,0,回复@你们别吵了打一架啊:而且我身材也好，我同事也喊我穿的凹凸一点，但是我实际晓得这都是开玩笑，真穿了大家都笑不出来了[可爱]，况且单位也没有我想这么穿的人,3157932350,姜饼加红糖,https://weibo.com/u/3157932350,nan,做事要认真，做人就不用了/镇魂,四川 达州,f,324,390,77,333,6,190,529
141,5156002832842978,1541648212,25年04月17日 15:05,"回复<a href=/n/姜饼加红糖 usercard=""name=@姜饼加红糖"">@姜饼加红糖</a>:嗯确实好看<img alt=""[抱一抱]"" title=""[抱一抱]"" src=""https://face.t.sinajs.cn/t4/appstyle/expression/ext/normal/af/2020_hug_org.png"" />那只能上班怎么恶心怎么穿吧（如果公司没硬性要求的话）",来自新疆,5156435625771970,0,回复@姜饼加红糖:嗯确实好看[抱一抱]那只能上班怎么恶心怎么穿吧（如果公司没硬性要求的话）,6871779781,你们别吵了打一架啊,https://weibo.com/u/6871779781,nan,乐子人，人如id,其他,f,12,434,240,84,5,248,337
142,5156002832842978,1541648212,25年04月17日 12:21,"回复<a href=/n/刘恋菲儿 usercard=""name=@刘恋菲儿"">@刘恋菲儿</a>:是个很知名的公司……行业龙头那种，具体确实不便透露。这个也跟公司没关系，我待的两家企业都是龙头老大，照样遍地奇葩<img alt=""[允悲]"" title=""[允悲]"" src=""https://face.t.sinajs.cn/t4/appstyle/expression/ext/normal/83/2018new_kuxiao_org.png"" /><img alt=""[允悲]"" title=""[允悲]"" src=""https://face.t.sinajs.cn/t4/appstyle/expression/ext/normal/83/2018new_kuxiao_org.png"" />",来自广东,5156394367713539,1,回复@刘恋菲儿:是个很知名的公司……行业龙头那种，具体确实不便透露。这个也跟公司没关系，我待的两家企业都是龙头老大，照样遍地奇葩[允悲][允悲],7283314843,流汗黄豆微笑,https://weibo.com/u/7283314843,nan,冲浪网友,其他,f,41,562,527,5,69,24,98
